codeId,codeType,txtName,codeLgt,codeMarking,txtDescrLgt,txtDescrMarking,geoLat,geoLong,valGeoAccuracy,uomGeoAccuracy,valElev,valElevAccuracy,valHgt,codeHgtAccuracy,uomDistVer,valRadius,uomRadius,codeGroupId,txtGroupName,codeLinkedToId,codeLinkType,datetimeValidWef,datetimeValidTil,txtRmk,source
"99946","TOWER","ROKYTOVEC","N","N","","","50.41004167N","014.83964444E","0","M","328","0","103","Y","M","0","M","4f69cda2-9c82-4b7e-b333-012ee55996d0","Group ID 425","99947","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Transmission line","LK|ENR|5.4|2019-04-17|CSV"
"99945","TOWER","ROKYTOVEC","N","N","","","50.40771389N","014.83812222E","0","M","323","0","44","Y","M","0","M","4f69cda2-9c82-4b7e-b333-012ee55996d0","Group ID 425","99946","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"99994","TOWER","ROZHRANI","N","N","","","49.60593889N","016.53051111E","0","M","513","0","154","Y","M","0","M","724e41d8-56fc-4db9-ae63-67eeb198e214","Group ID 449","99995","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Transmission line","LK|ENR|5.4|2019-04-17|CSV"
"99993","TOWER","ROZHRANI","N","N","","","49.60580000N","016.52371111E","0","M","558","0","33","Y","M","0","M","724e41d8-56fc-4db9-ae63-67eeb198e214","Group ID 449","99994","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"99995","TOWER","ROZHRANI","N","N","","","49.60598333N","016.53481389E","0","M","483","0","50","Y","M","0","M","724e41d8-56fc-4db9-ae63-67eeb198e214","Group ID 449","","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
"83597","CHIMNEY","ROZNA","N","N","","","49.49248611N","016.23479167E","0","M","581","0","100","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Chimney","LK|ENR|5.4|2019-04-17|CSV"
"83724","CHIMNEY","ROZNOV POD RADHOSTEM","Y","Y","Night marking","Day marking","49.46086111N","018.12431944E","0","M","492","0","126","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Chimney","LK|ENR|5.4|2019-04-17|CSV"
"100006","WINDTURBINE","ROZSTANI","Y","Y","Night marking","Day marking","49.38774167N","016.85189167E","0","M","709","0","150","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"83779","WINDTURBINE","RUSOVA","Y","N","Night marking","","50.44708611N","013.15963611E","0","M","962","0","120","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"83778","WINDTURBINE","RUSOVA","Y","N","Night marking","","50.44522222N","013.14900556E","0","M","990","0","120","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"83780","WINDTURBINE","RUSOVA","Y","N","Night marking","","50.44579444N","013.15440556E","0","M","982","0","120","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Wind power plant","LK|ENR|5.4|2019-04-17|CSV"
"83702","CHIMNEY","RYCHNOV NAD KNEZNOU","N","Y","","Day marking","50.16111667N","016.28806944E","0","M","452","0","101","Y","M","0","M","","","","","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Chimney","LK|ENR|5.4|2019-04-17|CSV"
"99979","TOWER","SEMILY","N","N","","","50.61303056N","015.31274167E","0","M","401","0","40","Y","M","0","M","8efa84ec-228e-4213-90f9-bd771b97c0d8","Group ID 443","99980","CABLE","2019-04-17T00:00:00Z","2021-04-17T00:00:00Z","Pole","LK|ENR|5.4|2019-04-17|CSV"
