obs_id;aip_id;obs_txt_name;obs_txt_name_cz;obs_txt_descr_type;obs_txt_descr_type_cz;obs_val_elev;obs_val_hgt;obs_uom_dist_ver;obs_txt_ver_datum;obs_geo_lat;obs_geo_long;obs_code_datum;obs_txt_descr_marking;obs_txt_descr_marking_cz;obs_txt_descr_lgt;obs_txt_descr_lgt_cz;obs_code_lgt;obs_txt_rmk;obs_txt_rmk_cz
100000;452a;ZABREH;ZÁBŘEH;pole;sloup;470;36;M;BpV;495049.30N;0164933.89E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:452a (Part of line obstacle: 452);NR:452a (Součást liniové překážky: 452)
100003;453a;ZABREH;ZÁBŘEH;pole;sloup;468;37;M;BpV;495047.51N;0164937.98E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:453a (Part of line obstacle: 453);NR:453a (Součást liniové překážky: 453)
100002;452c;ZABREH;ZÁBŘEH;pole;sloup;501;46;M;BpV;495052.35N;0164958.40E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:452c (Part of line obstacle: 452);NR:452c (Součást liniové překážky: 452)
100004;453b;ZABREH;ZÁBŘEH;transmission line;el. vedení;464;120;M;BpV;495048.66N;0164947.14E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:453b (Part of line obstacle: 453);NR:453b (Součást liniové překážky: 453)
100005;453c;ZABREH;ZÁBŘEH;pole;sloup;460;34;M;BpV;495049.93N;0164957.26E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:453c (Part of line obstacle: 453);NR:453c (Součást liniové překážky: 453)
83839;223;ZDAR NAD SAZAVOU;ŽĎÁR NAD SÁZAVOU;chimney;komín;677;102;M;BpV;493314.13N;0155605.04E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99965;437a;ZDERADINY;ZDERADINY;pole;sloup;455;44;M;BpV;494808.75N;0150229.13E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:437a (Part of line obstacle: 437);NR:437a (Součást liniové překážky: 437)
99967;437c;ZDERADINY;ZDERADINY;pole;sloup;464;44;M;BpV;494805.90N;0150300.20E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:437c (Part of line obstacle: 437);NR:437c (Součást liniové překážky: 437)
99966;437b;ZDERADINY;ZDERADINY;transmission line;el. vedení;460;108;M;BpV;494807.53N;0150246.75E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:437b (Part of line obstacle: 437);NR:437b (Součást liniové překážky: 437)
99974;441b;ZELEZNY BROD;ŽELEZNÝ BROD;transmission line;el. vedení;406;113;M;BpV;503854.40N;0151520.10E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:441b (Part of line obstacle: 441);NR:441b (Součást liniové překážky: 441)
99973;441a;ZELEZNY BROD;ŽELEZNÝ BROD;pole;sloup;418;16;M;BpV;503856.41N;0151506.90E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:441a (Part of line obstacle: 441);NR:441a (Součást liniové překážky: 441)
99975;441c;ZELEZNY BROD;ŽELEZNÝ BROD;pole;sloup;396;31;M;BpV;503852.51N;0151531.73E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:441c (Part of line obstacle: 441);NR:441c (Součást liniové překážky: 441)
83807;271;ZIPOTIN-GRUNA;ŽIPOTÍN-GRUNA;wind power plant;větrná elektrárna;642;118;M;BpV;494641.66N;0164605.71E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83806;272;ZIPOTIN-GRUNA;ŽIPOTÍN-GRUNA;wind power plant;větrná elektrárna;646;118;M;BpV;494633.19N;0164614.95E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99986;446;ZLATA OLESNICE;ZLATÁ OLEŠNICE;wind power plant;větrná elektrárna;760;145;M;BpV;503727.53N;0155801.16E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
101490;469;ZLATA OLESNICE;ZLATÁ OLEŠNICE;wind power plant;větrná elektrárna;772;149;M;BpV;503708.16N;0155826.82E;WGE;Day marking;Denní značení;Night marking;Noční značení;Y;ValueEmpty;ValueEmpty
83886;307;ZLIN;ZLÍN;chimney;komín;354;143;M;BpV;491331.44N;0173914.22E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83595;306;ZLIN;ZLÍN;chimney;komín;331;123;M;BpV;491331.49N;0173905.72E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99839;380c;ZLUTICE;ŽLUTICE;pole;sloup;559;38;M;BpV;500541.74N;0131158.13E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:380c (Part of line obstacle: 380);NR:380c (Součást liniové překážky: 380)
99838;380b;ZLUTICE;ŽLUTICE;transmission line;el. vedení;567;103;M;BpV;500533.26N;0131146.27E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:380b (Part of line obstacle: 380);NR:380b (Součást liniové překážky: 380)
99837;380a;ZLUTICE;ŽLUTICE;pole;sloup;571;44;M;BpV;500526.27N;0131138.58E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:380a (Part of line obstacle: 380);NR:380a (Součást liniové překážky: 380)
83722;321;ZUBRI;ZUBŘÍ;chimney;komín;459;110;M;BpV;492744.71N;0180523.79E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
